update_time,name,symbol,marketcap_usd,price,current_supply
2016-04-11 11:38:00,WildBeastBit...,WBB,416413, 0.281086,
2016-04-11 11:38:00,UnionCoin,UNC,428210, 0.051047,
2016-04-11 11:38:00,Zetacoin,ZET,488808, 0.002981,
2016-04-11 11:38:00,HempCoin,HMP,496451, 0.000403,
2016-04-11 11:38:00,I0Coin,I0C,511862, 0.024465,
2016-04-11 11:38:00,Unobtanium,UNO,517161, 2.63,
2016-04-11 11:38:00,Digitalcoin,DGC,528444, 0.016607,
2016-04-11 11:38:00,Diamond,DMD,530197, 0.335950,
2016-04-11 11:38:00,ZcCoin,ZCC,532150, 0.008706,
2016-04-11 11:38:00,Megacoin,MEC,563499, 0.017497,
2016-04-11 11:38:00,StabilityShares,XSI,572300, 0.061875,
2016-04-11 11:38:00,BilShares,BILS,572341, 0.000572,
2016-04-11 11:38:00,CloakCoin,CLOAK,590658, 0.124673,
2016-04-11 11:38:00,SIBCoin,SIB,615377, 0.063759,
2016-04-11 11:38:00,Global Curre...,GCR,619666, 0.006154,
2016-04-11 11:38:00,BoostCoin,BOST,621346, 0.052594,
2016-04-11 11:38:00,Vcash,XVC,1199679, 0.085214,
2016-04-11 11:38:00,Burst,BURST,398395, 0.000286,
2016-04-11 11:38:00,Ripple,XRP,208266506, 0.006047,
2016-04-11 11:38:00,Obits,OBITS,625921, 0.115850,
2016-04-11 11:38:00,WorldCoin,WDC,670633, 0.006631,
2016-04-11 11:38:00,DigitalNote,XDN,782259, 0.000114,
2016-04-11 11:38:00,DNotes,NOTE,722303, 0.006528,
2016-04-11 11:38:00,ShadowCash,SDC,722294, 0.110719,
2016-04-11 11:38:00,Expanse,EXP,935645, 0.452847,
2016-04-11 11:38:00,Infinitecoin,IFC,796389, 0.000009,
2016-04-11 11:38:00,Swarm,SWM,825022, 0.008255,
2016-04-11 11:38:00,NeuCoin,NEU,883882, 0.003248,
2016-04-11 11:38:00,AmberCoin,AMBER,921893, 0.021271,
2016-04-11 11:38:00,Quark,QRK,966366, 0.003866,
2016-04-11 11:38:00,Ethereum,ETH,638771346, 8.09,
2016-04-11 11:38:00,Omni,OMNI,1012726, 1.83,
2016-04-11 11:38:00,Qora,QORA,1016380, 0.000102,
2016-04-11 11:38:00,GetGems,GEMZ,1060311, 0.012030,
2016-04-11 11:38:00,Novacoin,NVC,1086687, 0.807015,
2016-04-11 11:38:00,Feathercoin,FTC,1087378, 0.007327,
2016-04-11 11:38:00,VeriCoin,VRC,1093550, 0.039738,
2016-04-11 11:38:00,Primecoin,XPM,1124006, 0.079927,
2016-04-11 11:38:00,SuperNET,UNITY,1144721, 1.40,
2016-04-11 11:38:00,Siacoin,SC,1165157, 0.000093,
2016-04-11 11:38:00,ReddCoin,RDD,1183871, 0.000042,
2016-04-11 11:38:00,CureCoin,CURE,705637, 0.026697,
2016-04-11 11:38:00,Crypti,XCR,660144, 0.006601,
2016-04-11 11:38:00,Vertcoin,VTC,1255691, 0.054414,
2016-04-11 11:38:00,Rubycoin,RBY,3576220, 0.156093,
2016-04-11 11:38:00,Counterparty,XCP,4501297, 1.71,
2016-04-11 11:38:00,Radium,RADS,1368986, 0.505595,
2016-04-11 11:38:00,SolarCoin,SLR,1425277, 0.041568,
2016-04-11 11:38:00,Startcoin,START,1431075, 0.036417,
2016-04-11 11:38:00,Tether,USDT,1451591, 1.00,
2016-04-11 11:38:00,Xaurum,XAUR,1487207, 226.31,
2016-04-11 11:38:00,Auroracoin,AUR,1531076, 0.192336,
2016-04-11 11:38:00,CrevaCoin,CREVA,1602967, 0.075130,
2016-04-11 11:38:00,Mintcoin,MINT,1637824, 0.000072,
2016-04-11 11:38:00,Safe Exchang...,SAFEX,1775389, 0.000827,
2016-04-11 11:38:00,Scotcoin,SCOT,1813380, 0.001813,
2016-04-11 11:38:00,MUSE,MUSE,1826628, 0.001341,
2016-04-11 11:38:00,Verge,XVG,1894202, 0.000178,
2016-04-11 11:38:00,MonaCoin,MONA,2124740, 0.067496,
2016-04-11 11:38:00,Decred,DCR,2220176, 1.65,
2016-04-11 11:38:00,DigiByte,DGB,2247475, 0.000359,
2016-04-11 11:38:00,BlackCoin,BLK,2306801, 0.030605,
2016-04-11 11:38:00,NuShares,NSR,2420060, 0.002953,
2016-04-11 11:38:00,GameCredits,GAME,2572940, 0.047403,
2016-04-11 11:38:00,VPNCoin,VASH,2850947, 0.007121,
2016-04-11 11:38:00,I/O Coin,IOC,1236912, 0.076140,
2016-04-11 11:38:00,Bitcoin,BTC,6502473671, 421.80,
2016-04-11 11:38:00,BitcoinDark,BTCD,1346278, 1.07,
2016-04-11 11:38:00,Clams,CLAM,1280641, 0.765574,
2016-04-11 11:38:00,SysCoin,SYS,2852715, 0.006654,
2016-04-11 11:38:00,EarthCoin,EAC,1257268, 0.000135,
2016-04-11 11:38:00,YbCoin,YBC,4812025, 1.60,
2016-04-11 11:38:00,Storjcoin X,SJCX,4858081, 0.098107,
2016-04-11 11:38:00,Namecoin,NMC,5927545, 0.422268,
2016-04-11 11:38:00,Agoras Tokens,AGRS,6554772, 0.156066,
2016-04-11 11:38:00,Rimbit,RBT,6907579, 0.060569,
2016-04-11 11:38:00,Nxt,NXT,7331569, 0.007332,
2016-04-11 11:38:00,Bytecoin,BCN,7595904, 0.000042,
2016-04-11 11:38:00,Synereo,AMP,8854747, 0.047915,
2016-04-11 11:38:00,FedoraCoin,TIPS,9358127, 0.000022,
2016-04-11 11:38:00,Peercoin,PPC,9700365, 0.419989,
2016-04-11 11:38:00,NuBits,USNBT,757909, 1.00,
2016-04-11 11:38:00,Factom,FCT,9927726, 1.13,
2016-04-11 11:38:00,Emercoin,EMC,10129459, 0.270490,
2016-04-11 11:38:00,Monero,XMR,11207975, 0.969810,
2016-04-11 11:38:00,NEM,XEM,12482910, 0.001387,
2016-04-11 11:38:00,BitShares,BTS,12579590, 0.004930,
2016-04-11 11:38:00,Dogecoin,DOGE,20629509, 0.000199,
2016-04-11 11:38:00,MaidSafeCoin,MAID,26270713, 0.058050,
2016-04-11 11:38:00,Dash,DASH,41042988, 6.45,
2016-04-11 11:38:00,Litecoin,LTC,146110257, 3.23,
2016-04-11 11:38:00,GridCoin,GRC,3656410, 0.009751,
2016-04-11 11:38:00,Bitcrystals,BCY,2918809, 0.068794,
2016-04-11 11:38:00,Stellar,XLM,10119159, 0.001845,
2016-04-11 11:38:00,Mooncoin,MOON,774694, 0.000004,
2016-05-14 11:19:00,NuShares,NSR,2140016, 0.002605,
2016-05-14 11:19:00,UnionCoin,UNC,423863, 0.050528,
2016-05-14 11:19:00,MaidSafeCoin,MAID,23536301, 0.052008,
2016-05-14 11:19:00,NEM,XEM,13419360, 0.001491,
2016-05-14 11:19:00,FedoraCoin,TIPS,12127842, 0.000029,
2016-05-14 11:19:00,Monero,XMR,9898188, 0.834999,
2016-05-14 11:19:00,Stellar,XLM,9814045, 0.001789,
2016-05-14 11:19:00,Factom,FCT,9586876, 1.10,
2016-05-14 11:19:00,Peercoin,PPC,9367481, 0.405035,
